Statement,Content,Publication,Read_Time,Date,Year,Claps,comments
How to Learn Programming The Right Way,,Towards Data Science,7 min read,"Nov 3,",2020,160,2 responses
The Good and the Bad of Vue.js Framework Programming,,The Startup,12 min read,"Nov 13,",2019,410,6 responses
Are all Programming Languages in English?,How fun would it be to write code in your favorite language? But is there any…,ITNEXT,5 min read,May 10,,205,3 responses
Advanced Programming With Kotlin (Part 6),,Better Programming,5 min read,"Nov 3,",2020,238,
5 Visual Studio Code Tips That Will Improve Your Programming!,,Towards Data Science,3 min read,"Apr 22,",2020,146,
"Beginning Swift Programming Part 2 — Value Types, Reference Types, Pointers, and Collection Types",,Swift2Go,10 min read,"Mar 29,",2018,256,3 responses
The Dart Programming Language in Five Minutes,,Programming with Erik,5 min read,"Aug 25,",2020,170,1 response
Why GPT-3 feels like Programming,,Intuition Machine,7 min read,"Jul 20,",2020,246,1 response
20+ Binary Tree Coding Problems from Programming Interviews,,Javarevisited,5 min read,"May 30,",2020,252,
3 Tools to Start Programming on a Tablet or Mobile Phone,,Better Programming,3 min read,"Apr 14,",2020,379,
🎯 Dart (DartLang) Introduction: Object-oriented Programming,,RunDart,6 min read,"Oct 6,",2019,385,
How to Implement Dynamic Programming in Swift,,Swift Algorithms & Data Structures,4 min read,"Dec 15,",2018,306,
"The 5 Most Impactful Programming Languages, Ranked",,Better Programming,12 min read,May 14,,242,5 responses
Advanced Programming in Kotlin (Part 5),,Better Programming,6 min read,"Sep 21,",2020,296,
JavaScript Interview Question: What is Functional Programming,,DailyJS,3 min read,"Jun 22,",2020,169,3 responses
Free (And Paid) Programming Education Resources,,Better Programming,19 min read,"Nov 6,",2019,163,1 response
Programming Paradigms as Language Destiny,Why do some programming languages feel neat and orderly and others seem loaded with…,,4 min read,"Nov 19,",2020,130,4 responses
10 Things I Wish I’d Known When I Started Programming,,Level Up Coding,5 min read,"Sep 10,",2020,219,3 responses
Build your own programming language with ANTLR,There are numerous programming languages available nowadays. Each one comes…,,3 min read,"Jun 26,",2018,357,3 responses
REVIEW: Udacity Intro to Programming Nanodegree,,,6 min read,"Apr 12,",2016,148,1 response
XOD — A New Visual Programming Language for Arduino,,,3 min read,"Aug 15,",2017,109,1 response
Functional programming for embedded systems,"Functional programming (FP) becomes more and more popular nowadays. A lots of modern languages adopt different concepts of functional programming, like mapping, filtering and folding. For example, Haskell had a huge impact on Rust and Swift. Beside this…",,4 min read,"May 13,",2018,121,
Is Deep Learning without Programming Possible ?,,Towards Data Science,6 min read,"May 4,",2018,319,2 responses
Backtracking: How to Approach Search Programming Interview Questions,,Towards Data Science,8 min read,"Mar 31,",2020,227,1 response
23 Questions About Programming You Will Find Funny,,JavaScript in Plain English,2 min read,Feb 27,,241,3 responses
How to Accelerate Your Programming Knowledge with Multiple Streams of Learning,,Level Up Coding,7 min read,"Sep 22,",2020,291,1 response
9 Programming Principles Every Software Developer Should Know,,JavaScript in Plain English,5 min read,Mar 22,,127,1 response
Linear Programming with R,,Towards Data Science,4 min read,"Nov 17,",2019,102,1 response
"How To Improve Programming Skills, For Data Scientists And Machine Learning Practitioners",,Towards Data Science,7 min read,Jan 21,,160,
Programming Habits That Will Help You Become a Professional Developer,,The Startup,5 min read,"Oct 19,",2020,494,
,,,1 min read,"Dec 12,",2017,190,6 responses
"Async Programming With JavaScript — Callbacks, Promises and Async / Await",,CodingTheSmartWay.com Blog,8 min read,"Jan 31,",2019,176,4 responses
The Zen of Motorcycling and Programming,,HackerNoon.com,5 min read,"Sep 20,",2018,201,
3 Tahapan Belajar Programming,,Andaglos Developer Academy,6 min read,"Sep 5,",2018,239,
Python or Java? Which is better to Learn Programming in 2021?,,Javarevisited,5 min read,"Jan 27,",2020,184,4 responses
Copy and Paste Programming in Data Science,,Towards AI,5 min read,"Jun 7,",2020,236,
20 Types of Programming Posts,,Better Programming,6 min read,"Aug 17,",2020,578,
Everyone Missed the Obvious Lesson From Pair Programming,,Better Programming,5 min read,"May 27,",2020,298,4 responses
The Next Level of Functional Programming in Python,,Towards Data Science,5 min read,"Nov 20,",2020,113,1 response
Programming on your phone,,Flutter Community,21 min read,Feb 16,,250,
The 10 Commandments of Egoless Programming,,Programming Philosophy,2 min read,"Apr 4,",2018,220,1 response
How To Start Programming in 2019,,Better Programming,5 min read,"Nov 12,",2019,388,
Best books for programming beginners,,Level Up!,5 min read,"Apr 25,",2019,254,
How to Learn Programming From Videos,,codeburst,4 min read,"Jun 14,",2020,418,1 response
How to Get Your First Programming Job,,Better Programming,4 min read,"Dec 16,",2020,561,
Studying programming language learning: a 3-year recap,,Bits and Behavior,10 min read,"Sep 14,",2020,142,
4 Super Helpful Programming Mock Interviews Platforms,,Better Code & Life,5 min read,"Apr 5,",2020,141,1 response
Q: What programming language should I learn first? A: Go,,,5 min read,"Feb 18,",2017,173,9 responses
The Best Programming Languages to Learn in 2021,,Towards Dev,8 min read,Apr 7,,397,4 responses
Neurolinguistic Programming: Have You Been Played?,,,5 min read,"Oct 10,",2020,217,2 responses
How Functional Programming can be Awesome: Tail Recursion Elimination,,Towards Data Science,6 min read,"Aug 23,",2018,91,2 responses
6 Best Dynamic Programming Courses for Coding Interviews in 2021,,Javarevisited,11 min read,"Oct 20,",2020,197,
Programming languages with exploding growth in 2021,,,4 min read,May 26,,151,3 responses
Finding Fine-Grained Reactive Programming,,Level Up Coding,15 min read,"Jul 1,",2019,272,1 response
How To Modernize Your Kitchen With QR Codes in Python,,Better Programming,4 min read,Jun 9,,1.2K,10 responses
5 JavaScript Tips to Make You a Better Programmer,,Better Programming,5 min read,"Jan 16,",2020,1.6K,3 responses
Pandas DataFrame (Python): 10 useful tricks,,Level Up Coding,5 min read,"Jun 4,",2020,880,2 responses
6 new TypeScript features for writing clean code,,ITNEXT,4 min read,Jul 31,,1.2K,5 responses
Idiomatic Python. Coding the smart way.,,The Andela Way,5 min read,"Sep 5,",2017,2.2K,20 responses
Differential Equations Versus Machine Learning,,The Startup,13 min read,"Nov 2,",2020,1.2K,8 responses
Theming in React with Styled Components,,,10 min read,"Mar 23,",2019,1.4K,10 responses
5 Xcode Extensions You Must Have,,Better Programming,4 min read,"Aug 7,",2020,1.4K,2 responses
My favorite courses to learn Software Architecture in 2021 — Best of Lot,,Javarevisited,10 min read,"Dec 20,",2019,1K,2 responses
22 Code Snippets That Every Python Programmer Must Learn,,Level Up Coding,4 min read,Apr 19,,1K,5 responses
Beginning Python Programming — Part 11,,Better Programming,11 min read,"Jun 10,",2019,204,2 responses
10 Hilarious Programming Jokes to Make You Laugh Hard,,Level Up Coding,5 min read,Aug 5,,343,2 responses
"The Best of Better Programming (December 5–11, 2020)",,Better Programming,5 min read,"Dec 12,",2020,503,3 responses
Programming Clickbait,,Launch School,5 min read,"May 27,",2020,464,
Ruby vs JavaScript as a first programming language,,Constructor Labs,4 min read,"Nov 30,",2017,204,1 response
Examples in JavaScript Functional Programming: Part 4,,codeburst,5 min read,"Jan 18,",2018,127,
Functional Programming: What’s a Functor?,,Better Programming,6 min read,"Mar 4,",2020,287,1 response
8 Best Tutorials To Learn Programming Languages,,For Self-Taught Developers,4 min read,Jan 10,,293,
Top 5 Programming languages for Web development in 2021,,Javarevisited,8 min read,Jan 13,,193,4 responses
Essential Programming | Control Structures,,Towards Data Science,13 min read,"Jan 22,",2020,154,
Top 10 Python Programming Books for Beginners and Experienced Programmers— Best of Lot,,Javarevisited,9 min read,"Apr 18,",2020,248,1 response
QC — Programming with Quantum Gates (2-Qubit operator),,,8 min read,"Dec 4,",2018,219,4 responses
"Interview with Nenad Rakocevic about Red, a Rebol inspired programming language","After our last interview with Brian McKenna for This is not a Monad tutorial we interviewed Nenad Rakocevic, creator of the Red programming language.",This is not a Monad tutorial,9 min read,"Aug 29,",2015,245,1 response
"Solve Problems on LeetCode using Divide and Conquer, Dynamic Programming, and Backtracking",,Algorithms and Coding Interviews,14 min read,"Mar 19,",2018,134,
How to Start Freelance Programming: Tips for Software Engineers,,,4 min read,"Sep 8,",2017,102,2 responses
The Object-Oriented vs. Functional Programming Language Evolution,,oreillymedia,3 min read,"Sep 17,",2020,198,
"So you learn a programming language, great! But how do you start coding?",,Level Up Coding,8 min read,"May 21,",2020,280,1 response
An Introduction to Programming in Rust,,Better Programming,13 min read,Jan 27,,227,
10 Most Popular Programming Languages For 2020 and Beyond,,Towards Data Science,9 min read,"Oct 15,",2020,395,12 responses
Using Python and Linear Programming to Optimize Fantasy Football Picks,,ml-everything,9 min read,"Sep 17,",2018,180,2 responses
Solving TSP Using Dynamic Programming,,Towards Data Science,4 min read,"Dec 5,",2019,303,
Python for Beginners — Object-Oriented Programming,,Better Programming,5 min read,"Jul 23,",2020,222,
Event-driven programming for Android (part II),,Google Developers Experts,3 min read,"Jan 29,",2015,82,2 responses
These programming languages have the highest salaries,,,5 min read,Apr 17,,121,6 responses
Genetic Programming applied to AI Heuristic Optimization,,Towards Data Science,6 min read,"Jul 26,",2017,245,1 response
Advanced Programming in Kotlin (Part 3),,Better Programming,5 min read,"Feb 4,",2020,254,2 responses
Google Cirq and the New World of Quantum Programming,,HackerNoon.com,4 min read,"Jul 19,",2018,186,1 response
How to Deal With the Difficulties of Programming,,Better Programming,7 min read,"Mar 4,",2020,286,2 responses
How we build payments systems at Coinbase,,The Coinbase Blog,5 min read,Feb 12,,686,
Three Functions to Know in Python,,Towards Data Science,13 min read,"Dec 26,",2020,838,6 responses
Top 30 Apple Coding Interview Questions (With Solutions),,Better Programming,24 min read,Apr 3,,1K,1 response
30 Coding Concepts I Learned After Reading “Clean Code”,,Better Programming,15 min read,Aug 14,,1K,6 responses
iOS — Identifying Memory Leaks using the Xcode Memory Graph Debugger,,Zendesk Engineering,3 min read,"Apr 21,",2017,1.4K,4 responses
15 Custom Hooks to Make your React Component Lightweight,,JavaScript in Plain English,5 min read,Jul 9,,1.2K,5 responses
Machine Learning in Power BI using PyCaret,,Towards Data Science,15 min read,"Apr 24,",2020,1.2K,12 responses
35 yaşını geçen yazılımcılara ne olur?,Ofisinizde 35 yaşının üzerinde bir yazılım geliştirici var mı? Yönetici seviyesindekileri…,,8 min read,Aug 21,,1.7K,17 responses
How to Write Log Files That Save You Hours of Time,,Better Programming,4 min read,"May 11,",2020,998,4 responses
Your Personal Data Science Projects are Boring. Let’s Change That.,,Towards Data Science,4 min read,"Dec 3,",2019,805,6 responses
Functional Programming,Programming paradigms is a way to classify programming languages based on their features and the class of problem they…,codeburst,5 min read,"Aug 16,",2017,156,1 response
Prolog: Programming in Logic,,,8 min read,"Sep 13,",2017,110,1 response
How to Learn Programming in 2020: Tips and Life Hacks from a Tutor,,Level Up Coding,8 min read,"Sep 27,",2020,323,1 response
Event-driven programming for Android (part III),,Google Developers Experts,4 min read,"Feb 9,",2015,45,2 responses
Can We Use Deep Learning to Create New Programming Languages?,,Towards Data Science,4 min read,"Jun 11,",2020,107,2 responses
Tron Programming Contest,,TRON,2 min read,"Apr 17,",2018,384,
Reactive Programming para Desenvolvedores Android — Part 2,No último post dei uma introdução a Reactive Programming onde comecei por falar sobre a nomenclatura “functional reactive programming” que era inicialmente utilizada e o porque desta não definir propriamente este pattern devida a…,Google Developers Experts,5 min read,"Mar 15,",2017,161,1 response
Best Programming Languages You Can Learn as a Java Developer,,Javarevisited,6 min read,Jun 7,,214,1 response
Kotlin or Java? Which Programming Language Android App developer should learn in 2021?,,Javarevisited,7 min read,"Sep 18,",2019,224,1 response
How to do Pair Programming The Wrong Way,,HackerNoon.com,6 min read,"Sep 2,",2016,305,1 response
6 Best Programming Practices,,Towards Data Science,8 min read,Apr 16,,342,1 response
Optimizing the Knapsack Problem dynamic programming solution for space complexity,,,3 min read,"Jun 14,",2019,260,3 responses
Why I wrote a book on Go programming,,Learning the Go Programming Language,2 min read,"Jan 3,",2017,115,4 responses
"Five Essential Advanced Concepts in Object-Oriented Programming, Explained Intuitively",,The Startup,6 min read,"Jul 28,",2020,177,1 response
Apa Yang Sulit Ketika Mulai Belajar Programming?,,,3 min read,"Aug 3,",2018,121,1 response
Asynchronous programming with Kotlin and Coroutines — Lesson 3: Continuation,,Background Thread,4 min read,"Aug 21,",2018,303,2 responses
The 10 Most Popular Programming Articles (January 2021),,JavaScript in Plain English,3 min read,Feb 1,,367,1 response
How to Recognize a Garbage Programming Job Posting,,Better Programming,3 min read,"Sep 23,",2020,183,5 responses
5 Great Programming Quotes for Developers,,JavaScript in Plain English,3 min read,"Nov 10,",2020,251,1 response
Principles of Functional Programming in JavaScript That Will Make Your Coding Life Easier,,JavaScript in Plain English,6 min read,"Oct 14,",2020,153,2 responses
Top 25 Programming Puzzles and Brain Teasers,,Techie Delight,2 min read,"Sep 13,",2018,134,
Belajar R Programming Dari Mana?,"Yup, itulah salah 1 pertanyaan yang sering gue temui ketika orang yang mau belajar data science pakai…",,3 min read,"Dec 1,",2017,52,3 responses
A Brief History of the Curly Brace in Programming,,Better Programming,7 min read,"Apr 8,",2020,180,3 responses
Ruby 101: Object Oriented Programming part 2,,The Renaissance Developer,3 min read,"May 21,",2017,259,
Simple Tricks to Expedite Your Programming Interview Preparation,,Better Programming,5 min read,"Oct 28,",2019,141,2 responses
S.O.L.I.D. Principles of Object-Oriented Programming in C#,,codeburst,13 min read,Feb 16,,67,1 response
Top-5 popular programming languages to learn,The list of modern programming languages is really long. That’s why beginners who…,Quick Code,13 min read,"May 9,",2019,696,2 responses
Introduction to Functional Programming Style in JavaScript,,,7 min read,"Dec 2,",2018,254,
Why Confronting Our Parents for Lying Can Revert Us Back to Childlike Programming,,Fearless She Wrote,5 min read,Mar 30,,431,1 response
Object-Oriented Programming for Data Scientists,,Towards Data Science,8 min read,Jan 21,,170,1 response
Introduction to Reactive Programming using MobX,Reactive Programming is a powerful technique for handling interactive and asynchronous tasks. The name “reactive” comes from the fact that your code automatically “reacts” to changes in the data.,Machine Words,11 min read,"Mar 5,",2019,316,2 responses
"Witchcraft: the magic of math, functional programming, and community",,Open Collective,11 min read,"Jun 19,",2019,295,
4 Strange Programming Languages You Probably Didn’t Know About,,Level Up Coding,5 min read,"Jun 18,",2020,123,2 responses
Beginning Python Programming—Part 7,,Better Programming,10 min read,"May 31,",2019,85,
3 Tips to Improve Your Python Programming Skills,,Jovian — Data Science and Machine Learning,3 min read,Jan 21,,167,
Building Blocks: Programming Language Fundamentals,,Better Programming,4 min read,"Oct 28,",2020,275,
Golang vs Python: 6 Questions to Decide Which Programming Language is Best For You,,Towards Data Science,10 min read,Apr 29,,345,6 responses
Machine Learning Programming Languages — which is the best and why?,,,3 min read,"Mar 16,",2018,211,
Here’s How OpenAI Codex Will Revolutionize Programming (and the World),,Towards Data Science,12 min read,Aug 11,,212,4 responses
Top 5 Mistakes I Made When I Was a Newbie in Programming,,TechToFreedom,6 min read,Feb 4,,183,2 responses
Do Technical Writers Need to Learn Programming Language?,,Technical Writing is Easy,3 min read,"May 14,",2019,248,
20 Funny Programming Quotes and Facts,,Programming with Erik,8 min read,"May 3,",2020,60,1 response
How to Choose the Best Programming Language for Your New Project,,Better Programming,5 min read,"Apr 8,",2020,141,2 responses
3 Programming Project Ideas You Can Do on a Weekend,,JavaScript in Plain English,3 min read,Jun 16,,197,
技術團隊有 Pair Programming，那產品經理有 Pair Documenting 嗎？,,3PM LAB 產品三眼怪實驗室,14 min read,Jul 17,,394,
5 Lessons I Learned in My First 2 Years of Programming,,Better Programming,7 min read,May 20,,167,1 response
"As a Head of Programming, Here Are the 8 Lessons I Learned",,JavaScript in Plain English,5 min read,Jul 3,,208,
Advanced Python: How To Use Signal Driven Programming In Applications,,FinTechExplained,7 min read,"Jul 27,",2020,81,
Fundamentals of Reinforcement Learning: Navigating Gridworld with Dynamic Programming,,GradientCrescent,7 min read,"Nov 9,",2019,135,
Core Data (CRUD) with Swift 4.2 for Beginners,Core Data is an object graph and persistence framework provided by Apple in the macOS and iOS operating systems. It was introduced in Mac OS X 10.4 Tiger and iOS with iPhone SDK 3.0. It allows data organized by the relational entity–attribute model…,,5 min read,"Jul 4,",2018,2.3K,11 responses
Google Trends API for Python,,Towards Data Science,5 min read,"Feb 29,",2020,1K,14 responses
Naming Conventions 101 for Developers,,The Startup,5 min read,Jan 25,,1.3K,8 responses
7 Concepts You Should Know As a JavaScript Developer,,JavaScript in Plain English,5 min read,Mar 11,,640,4 responses
10 Python Tricks To Code Like a Pro Programmer,,Level Up Coding,4 min read,May 9,,788,4 responses
NLP — Zero to Hero with Python,,Towards AI,8 min read,"Nov 13,",2020,799,1 response
Choosing the best folder structure for your React application,,JavaScript in Plain English,5 min read,"Sep 10,",2019,1K,4 responses
RxJS forkJoin: Never use array indexes in subscribe!,,Better Programming,4 min read,"Jul 31,",2019,1.1K,7 responses
The Walrus Operator in Python,,Towards Data Science,4 min read,Mar 6,,771,1 response
Micro optimizations in Java. String.equals(),"Hello everybody, my name is Dmytro Dumanskiy, I’m a CTO and Co-Founder at Blynk…",Javarevisited,5 min read,"Jul 28,",2020,741,5 responses
5 Coding Interview Books to prepare for Programming Job interviews,,Javarevisited,8 min read,"Sep 14,",2020,125,1 response
5 Best Programming Languages to get a Sofware Developer Job in Google,,Javarevisited,8 min read,"Mar 10,",2020,125,2 responses
The Best Free Resources to Learn Programming Online In 2019,,Quick Code,3 min read,"Dec 24,",2018,131,3 responses
Top 13 Resources to Learn Python Programming,,Towards Data Science,12 min read,Jan 14,,172,1 response
10 Best C and C++ Programming Books for Beginners and Experienced Programmers in 2021,,Javarevisited,11 min read,Feb 3,,250,
10 Witty Programming Jokes That Will Make You Go ROFL,,DataDrivenInvestor,4 min read,"Sep 28,",2020,165,1 response
Top 10 Independent Medium Publications for Programming Articles,,mkdir Awesome,4 min read,"Aug 18,",2020,219,1 response
You’re Creating a New Programming Language — What Will the Syntax Look Like?,,Better Programming,4 min read,"Jul 29,",2020,208,1 response
The 10 Most Popular Programming Articles (April 2021),,JavaScript in Plain English,3 min read,May 2,,182,1 response
Latest Programming Languages for AI,,Towards AI,4 min read,Jul 3,,56,2 responses
Write Your First Macro — Elixir Meta Programming,,blackode,5 min read,"Feb 20,",2017,142,
Object-Oriented Programming with Angular,,,3 min read,"Sep 17,",2020,119,1 response
8 Neat C++ Programming Tricks You Should Know,,Better Programming,4 min read,Mar 24,,224,4 responses
Programming Is an Art — Stop Treating It Like It’s Not,,Better Programming,5 min read,"Jul 30,",2020,171,2 responses
4 Ways to Learn Programming Topics,All programmers have something in common. There’s a lot of programming knowledge to learn and we…,The Startup,8 min read,"Apr 23,",2020,214,4 responses
5 Lessons From Writing Programming Tutorials for 8 Years,,Better Marketing,3 min read,"Mar 5,",2020,393,1 response
Making concurrent HTTP requests in Go programming language,,Dev bits,3 min read,"Jun 9,",2016,86,4 responses
Top 5 Programming languages for Mobile App Development in 2021,,Javarevisited,9 min read,Mar 6,,176,2 responses
Understanding Behavioural Design : Framework for programming human behaviour,,.dsgnrs.,8 min read,"May 7,",2018,115,
Common Machine Learning Programming Errors in Python,,Towards Data Science,6 min read,"Jan 3,",2020,209,
Interview with Brad Chamberlain about a productive parallel programming language called Chapel,"As you might know, I am a big fan of concurrency, parallelism and distribution but I know almost nothing about high performance computing (HPC) so I decided to get out…",This is not a Monad tutorial,11 min read,"Feb 12,",2018,120,
How to Measure Programming Language Complexity,Here’s a useful metric for programming language complexity: the number of…,,2 min read,"Jan 5,",2018,240,8 responses
R Is the Best Programming Language for Innovation at Urban,,,7 min read,"Jun 25,",2019,93,1 response
GPU Optimized dynamic programming,,Towards Data Science,3 min read,"Dec 30,",2017,262,1 response
Welcome to Better Programming,Programming is an amazing career because the pursuit of learning is baked into everything we do. Whether…,Better Programming,2 min read,"May 1,",2019,326,
How to Get Hands-on Experience in Programming,,Level Up Coding,11 min read,Mar 16,,265,1 response
Pair programming 4 แบบ,เวลาผมสอนเรื่อง pair programming ปรกติผมจะเล่าคร่าว ๆ ว่า pair programming มี 2 แบบที่ผมใช้บ่อย ๆ คือ ping pong ที่ใช้เวลาคู่ pair ชำนาญพอ ๆ กัน กับ driver-navigator ที่ใช้เวลาความชำนาญต่างกัน,odds.team,2 min read,"Sep 21,",2020,67,1 response
What Better Programming Readers Think About Medium’s Subscription,,Better Programming,24 min read,May 31,,383,5 responses
Type Systems in Programming Languages: Static vs. Dynamic and Strong vs. Weak,,Better Programming,4 min read,Apr 16,,166,1 response
Why You’ll Make More Programming Progress in 2021 with Monthly Planning,,Level Up Coding,6 min read,"Dec 16,",2020,240,1 response
It’s a Good Thing That I Didn’t Take That Programming Job,,Tony’s Tech Corner,3 min read,May 6,,254,3 responses
Setting up Atmel Studio for USBasp and AVR Programming,,Manash’s blog,6 min read,"Oct 4,",2016,232,18 responses
My thoughts about programming languages,"My personal thoughts about JavaScript, PHP, Golang, Haskell, and Elixir. Which is the best…",ITNEXT,7 min read,May 18,,135,7 responses
Essential Programming | Sorting Algorithms,,Towards Data Science,10 min read,"Jan 23,",2020,90,
How to Think in Dynamic Programming,"Dynamic programming (also known as dynamic optimization) is a method for solving a complex problem by breaking it down into a collection of simpler subproblems, solving each of those subproblems just once, and storing their solutions (Wikipedia).",,8 min read,"May 24,",2017,170,
Julia Computing & MIT Introduce Differentiable Programming System Bridging AI and Science,,SyncedReview,3 min read,"Jul 30,",2019,115,1 response
Embedded programming in the Internet of Things,Embedded programming has a long history of making devices do what people need…,Sciforce,6 min read,"Apr 10,",2019,187,
How Mob Programming Will Make You More Effective 🔊,,HackerNoon.com,5 min read,"Oct 12,",2017,175,3 responses
Introduction to Multi-dimensional Dynamic Programming,,ITNEXT,7 min read,"Apr 17,",2019,103,1 response
