Statement,Content,Publication,Read_Time,Date,Year,Claps,comments,tag
Angular and RxJS Patterns — Use Reactive Programming to Compose and Manage Data in Angular…,,Level Up Coding,5 min read,"Oct 21,",2019.0,988,4 responses,Programming
Fantastic Programming Project Ideas and Where to Find Them (a beginner-friendly version),,Better Programming,12 min read,"Nov 28,",2019.0,785,3 responses,Programming
Is Programming Poetry?,,Words Escape Us,5 min read,"Oct 30,",2015.0,330,6 responses,Programming
If You Want to Become a Better Programmer… Stop Programming,,Better Programming,5 min read,"Oct 15,",2020.0,817,7 responses,Programming
How to make your life easier using functional programming in TypeScript,"Over the last two years, the JavaScript community has been talking about functional programming. Functional programming allows us to build better software without designing complex class trees. Today, I will…",We’ve moved to freeCodeCamp.org/news,4 min read,"Nov 22,",2017.0,1K,4 responses,Programming
The 10 Most Influential Programming Languages of the Last 50 years and Their Creators,,Better Programming,9 min read,"Aug 10,",2019.0,798,17 responses,Programming
4 Unusual Ways to Improve Your Programming Skills,,Better Programming,5 min read,Jan 7,,737,6 responses,Programming
A Junior Programmer’s Guide to a Successful Programming Career,,Better Programming,7 min read,"Nov 11,",2019.0,997,,Programming
3 Terrible Programming Features From the Past,,Young Coder,7 min read,Jun 26,,712,28 responses,Programming
,,,7 min read,"May 11,",2015.0,260,,Programming
Guide to Functional Swift Programming I Wish I Had Sooner,"If you’ve programmed in Swift, then you’ve probably heard of functional programming and some ugly words like functors and monads. Here’s my take on teaching the world what all that means.",,4 min read,"Feb 11,",2017.0,1K,6 responses,Programming
4 steps to learn programming faster and better (Quarantine Edition),,The Startup,8 min read,"May 17,",2020.0,941,1 response,Programming
Asynchronous Programming in Java,"Hey folks,",,10 min read,Jan 31,,463,1 response,Programming
And the Best Programming Language for Data Science goes to…,,,6 min read,"May 29,",2020.0,777,6 responses,Programming
Is Competitive Programming secret to job at Google?,,The Startup,8 min read,"Jun 27,",2020.0,998,4 responses,Programming
Functional Programming in JavaScript: Introduction and Practical Examples,,Better Programming,12 min read,"Oct 16,",2019.0,1.2K,4 responses,Programming
18 Ways to Improve Your Programming,,Better Programming,7 min read,"Nov 5,",2020.0,1.1K,4 responses,Programming
The Story of Object-Oriented Programming,,OmarElgabry's Blog,8 min read,"Oct 25,",2016.0,896,5 responses,Programming
Don’t Choose Your Main Programming Language Before Reading This,,The Startup,4 min read,"Dec 8,",2020.0,519,14 responses,Programming
10 not so intuitive things about programming with R,,Towards Data Science,9 min read,"Aug 19,",2018.0,525,5 responses,Programming
These are the programming languages Tesla uses,Welcome back! These last few weeks we’ve been talking about some of the most…,,4 min read,Apr 22,,567,13 responses,Programming
Advanced Android Programming With Kotlin,,Better Programming,7 min read,"Dec 20,",2019.0,478,5 responses,Programming
"The Most Loved, Hated and Wanted Programming Languages",,Better Programming,4 min read,Jun 24,,894,21 responses,Programming
Panduan Komplit Asynchronous Programming pada Javascript — Part #4 Async/await,,Coderupa,3 min read,"Nov 1,",2017.0,725,7 responses,Programming
9 Ultimate Programming Jokes,,Level Up Coding,3 min read,May 17,,764,5 responses,Programming
4 Esoteric Programming Languages That Will Blow Your Mind,,Better Programming,6 min read,May 11,,709,10 responses,Programming
My guiding principles after 20 years of programming,,,5 min read,"Jan 23,",2020.0,1K,7 responses,Programming
Protocol Oriented Programming,,Swift Programming,4 min read,"Feb 3,",2016.0,196,7 responses,Programming
Reactive Programming in Angular,,Nrwl,7 min read,"Apr 25,",2017.0,465,3 responses,Programming
Reactive Programming: An Introduction for Game Developers,"If you are a game developer and haven’t heard of Reactive Programming yet, drop everything you’re doing right now and take a few minutes to read on. I am dead serious.",,10 min read,"Nov 16,",2016.0,1.2K,6 responses,Programming
My intro to Elixir: how learning another programming language can make you a better developer,,We’ve moved to freeCodeCamp.org/news,5 min read,"Dec 4,",2018.0,750,1 response,Programming
Managing Your Time as a Programming College Student,,,9 min read,"Jan 3,",2019.0,1.5K,12 responses,Programming
Programming Languages are not Languages,"In my previous article I talked about how the metaphors used to present a problem, set the…",,7 min read,"Sep 2,",2018.0,958,10 responses,Programming
Functional Programming,,The Renaissance Developer,12 min read,"Oct 29,",2018.0,972,4 responses,Programming
10 Coding Games To Shape Your Programming Skills,,Better Programming,6 min read,May 31,,783,2 responses,Programming
Reinforcement Learning vs. Differentiable Programming,,,7 min read,"Apr 16,",2019.0,555,4 responses,Programming
What’s the Best Programming Language to Learn?,,Futurist Zone,6 min read,"Jun 27,",2018.0,1K,5 responses,Programming
42 Projects to Practice Programming Skills,,ITNEXT,13 min read,"Mar 24,",2020.0,766,10 responses,Programming
Chapter 3: What is Object-Oriented Programming?,,Learn How To Program,4 min read,"Jun 5,",2017.0,803,6 responses,Programming
Golang Object-Oriented Programming,,TechnoFunnel,6 min read,"Nov 22,",2019.0,950,3 responses,Programming
Aspect-Oriented Programming in JavaScript,,Bits and Pieces,6 min read,"Dec 2,",2020.0,918,7 responses,Programming
Application programming language,,,5 min read,"Jun 26,",2019.0,954,2 responses,Programming
How Your Favorite Programming Languages Got Their Names,,Better Programming,5 min read,"Aug 25,",2020.0,592,5 responses,Programming
Our 20 Most Popular Programming Articles of 2020,,JavaScript in Plain English,6 min read,"Dec 31,",2020.0,831,4 responses,Programming
A Beginner’s Guide Into Competitive Programming,,Level Up Coding,5 min read,"Jul 29,",2020.0,656,1 response,Programming
Top Programming Languages for AI Engineers in 2021,,Towards Data Science,9 min read,"Mar 17,",2020.0,522,7 responses,Programming
JavaScript is a Dysfunctional Programming Language,,JavaScript Non Grata,5 min read,"Mar 16,",2016.0,677,34 responses,Programming
Introduction to Go Programming Language (GoLang),,RunGo,3 min read,"Jun 30,",2018.0,680,6 responses,Programming
Ultimate Programming Jokes That Will Make You LOL,,Level Up Coding,4 min read,Jul 8,,913,3 responses,Programming
物件導向(Object Oriented Programming)概念,,,3 min read,"Jan 3,",2018.0,1.3K,2 responses,Programming
Dynamic Programming: Longest Increasing Subsequence (LIS),,,5 min read,"Feb 3,",2019.0,363,4 responses,Programming
Async Programming in Flutter with Streams,,Better Programming,4 min read,"Aug 28,",2019.0,942,3 responses,Programming
A Systematic Approach to Dynamic Programming,,Better Programming,15 min read,"Aug 9,",2019.0,639,3 responses,Programming
BOLO: Reverse Engineering — Part 2 (Advanced Programming Concepts),,,12 min read,"Apr 23,",2018.0,638,1 response,Programming
Functional Programming for Android Developers — Part 4,,We’ve moved to freeCodeCamp.org/news,6 min read,"Jan 7,",2018.0,800,6 responses,Programming
5 Best Programming Languages to Learn for Cyber Security,,HackerNoon.com,4 min read,"Oct 27,",2018.0,1.2K,5 responses,Programming
Things I’ve learned from pair programming interviews,,We’ve moved to freeCodeCamp.org/news,8 min read,"Apr 6,",2018.0,1K,6 responses,Programming
Naive Infinite scroll in Reactive Programming using RxJS Observables,,HackerNoon.com,4 min read,"Feb 15,",2017.0,303,8 responses,Programming
"Farewell, Better Programming",,Better Programming,2 min read,Apr 6,,1.8K,28 responses,Programming
QC — Programming with Quantum Gates (Single Qubits),,,7 min read,"Dec 3,",2018.0,648,2 responses,Programming
Discount offers using Dynamic Programming?,,Myntra Engineering,10 min read,"Jul 19,",2018.0,863,1 response,Programming
8 Big Ideas From 8 Programming Languages,,Better Programming,18 min read,"Nov 21,",2020.0,627,8 responses,Programming
Want to Get Better at Programming?,,Better Programming,6 min read,"May 12,",2020.0,697,2 responses,Programming
My favorite Free Java Programming Courses to learn in 2021,,Javarevisited,12 min read,"Jun 11,",2019.0,588,5 responses,Programming
Functional Programming: Currying vs. Partial Application,,Better Programming,4 min read,"Dec 16,",2019.0,716,6 responses,Programming
8-Minute Crash Course on Kotlin Programming Language.,,Kt. Academy,8 min read,"Sep 14,",2019.0,470,,Programming
Fun Side Projects That You Can Build Today,,Better Programming,6 min read,"Mar 11,",2020.0,3.6K,9 responses,Programming
Data Scientists Will be Extinct in 10 Years,,Towards Data Science,4 min read,May 10,,2.8K,81 responses,Programming
Swift — Creating a Custom View From a XIB (Updated for Swift 5),,Better Programming,6 min read,"May 5,",2017.0,8K,42 responses,Programming
3 Years of Kubernetes in Production–Here’s What We Learned,,Better Programming,7 min read,"Sep 9,",2020.0,2.7K,20 responses,Programming
The One and Only Factor That Will Make You a Senior Developer,,The Startup,3 min read,"Jul 23,",2020.0,4.3K,26 responses,Programming
"Ace the coding interview, every time",,,12 min read,"Nov 20,",2014.0,5.5K,16 responses,Programming
21 Best Practices for a Clean React Project,,Better Programming,4 min read,Apr 23,,4.4K,38 responses,Programming
7 Apps You Can Definitely Build With These Free APIs,,hashmap,4 min read,"Mar 9,",2020.0,3.8K,7 responses,Programming
5 Habits of Highly Ineffective Remote Workers,,Better Programming,5 min read,Jul 10,,4.2K,68 responses,Programming
19 Things You Need to Learn to Become an Effective Angular Developer,,hashmap,10 min read,"Jun 1,",2019.0,4.3K,20 responses,Programming
Python programming concepts that made my code efficient!,,Towards Data Science,5 min read,"Sep 1,",2020.0,388,2 responses,Programming
Introduction To Protocol Oriented Programming,,The Startup,6 min read,"Dec 22,",2018.0,801,2 responses,Programming
Terrible Programming Advice That’s Actually Legit,,CodeX,5 min read,Jul 30,,662,8 responses,Programming
Visual Programming & Version Control: Future Considerations,,,8 min read,"Oct 26,",2018.0,490,,Programming
3 Ways to Drastically Improve Your Programming Skills On Your Own,,Towards Data Science,5 min read,May 13,,546,2 responses,Programming
The top weekend programming languages — based on GitHub’s activity,,,5 min read,"Feb 10,",2017.0,334,4 responses,Programming
4 Vim Plugins to Boost Your Programming Efficiency,,Better Programming,4 min read,"Dec 5,",2019.0,372,1 response,Programming
Functional programming for deep learning,,Towards Data Science,11 min read,"Jun 30,",2017.0,769,5 responses,Programming
Unlearn programming to learn Ruby,,RubyCademy,3 min read,"Oct 7,",2019.0,959,9 responses,Programming
Nesne Yönelimli Programlama (Object Oriented Programming) Dersleri — 12 Saat Video,,,3 min read,"Dec 29,",2019.0,827,1 response,Programming
"Yes, it’s npx, not npm — the difference explained",,JavaScript in Plain English,2 min read,"Dec 16,",2019.0,3.9K,7 responses,Programming
How to Supercharge Excel With Python,,Towards Data Science,6 min read,"Jan 20,",2020.0,2.7K,8 responses,Programming
A Basic Interview Question: Can You Explain Every Part of a URL?,,Better Programming,3 min read,"Dec 20,",2019.0,4.1K,12 responses,Programming
I tripled my income with data science. Here’s how.,,Towards Data Science,5 min read,Jul 2,,2.5K,20 responses,Programming
Trade and Invest Smarter — The Reinforcement Learning Way,,Towards Data Science,19 min read,"Oct 15,",2019.0,5K,10 responses,Programming
7 Cool Python Packages Kagglers Are Using Without Telling You,,Towards Data Science,8 min read,Aug 6,,2.6K,5 responses,Programming
How JavaScript works: The building blocks of Web Workers + 5 cases when you should use them,,SessionStack Blog,11 min read,"Jan 26,",2018.0,5.3K,7 responses,Programming
Some awesome modern C++ features that every developer should know,,We’ve moved to freeCodeCamp.org/news,7 min read,"May 8,",2019.0,4.1K,18 responses,Programming
7 Ways to Stay Motivated while Learning to Code,,The Startup,14 min read,"Oct 15,",2018.0,6.3K,19 responses,Programming
Dynamic Programming: From Zero to Hero,"Dynamic programming has an intimidating reputation, but when you get down to it the concepts…",,7 min read,"Feb 10,",2020.0,407,,Programming
6 Essential Things I Wish I Knew When I Started Programming,,Better Programming,6 min read,"Dec 2,",2020.0,633,3 responses,Programming
Types in the Go Programming Language,,Learning the Go Programming Language,9 min read,"Feb 22,",2016.0,646,3 responses,Programming
Programming using Web Assembly,,,6 min read,"Mar 15,",2019.0,676,4 responses,Programming
"Programming and Interviews, and Algorithms, oh my!",,,4 min read,"Oct 21,",2018.0,414,,Programming
Getting started with R Programming,,Towards Data Science,6 min read,"Sep 13,",2019.0,421,2 responses,Programming
Object-Oriented Programming Explained Simply for Data Scientists,,Towards Data Science,11 min read,"Nov 25,",2020.0,327,3 responses,Programming
Programming is About to Change Forever,,JavaScript in Plain English,6 min read,Jul 4,,622,27 responses,Programming
25 Programming Jokes That Will Make You Laugh,,JavaScript in Plain English,4 min read,"Dec 19,",2020.0,361,3 responses,Programming
Programming Binary Search,,,7 min read,"Jun 17,",2019.0,677,6 responses,Programming
"Pair Programming: The Good, The Bad, and The Ugly",,The Non-Traditional Developer,6 min read,"May 30,",2019.0,674,8 responses,Programming
Functional Programming VS Object Oriented Programming (OOP) Which is better….?,,,5 min read,"Jul 9,",2019.0,621,7 responses,Programming
Dynamic Programming for the confused : Rod cutting problem,"I have always struggled with optimization problems. They can be hard to wrap your mind around from just the code. Hence, from my learning , I decided to write series of posts dealing with classic dynamic programming problems. Rod…",,5 min read,"Feb 13,",2017.0,795,8 responses,Programming
Best keyboards for programming in 2021,,,7 min read,Apr 12,,301,28 responses,Programming
Top 5 Programming Languages to learn in 2021,,JavaScript in Plain English,4 min read,Jan 6,,416,16 responses,Programming
The One Programming Language to Rule Them All,,Easyread,5 min read,"Mar 27,",2019.0,421,8 responses,Programming
The Perfect Programming Interview Problem,Programming Interviews are hard!,We’ve moved to freeCodeCamp.org/news,21 min read,"Nov 13,",2018.0,901,6 responses,Programming
Dysfunctional programming in Java 3 : Functional Composition,,,11 min read,"Oct 25,",2018.0,498,2 responses,Programming
Protocol-Oriented Programming in Swift,In this post we are going to take a look at some common issues with application design…,iOS App Development,8 min read,"Feb 2,",2016.0,466,2 responses,Programming
"Option, Either, State, and IO: Imperative programming in a functional world",,disney-streaming,12 min read,"Nov 8,",2018.0,464,2 responses,Programming
How to wrap your imperative brain around functional reactive programming in RxJava,,AndroidPub,12 min read,"Apr 13,",2017.0,351,1 response,Programming
Dynamic programming deep-dive: Chain Matrix Multiplication,,,10 min read,"Apr 25,",2019.0,539,4 responses,Programming
How to choose a programming language?,,Kamil Lelonek  - Software Engineer,9 min read,"Feb 7,",2019.0,462,4 responses,Programming
"Imperative vs. Declarative Programming (procedural, functional, and OOP)",,,8 min read,"Jan 12,",2020.0,724,6 responses,Programming
Top 10 Dynamic programming problems for interviews,,Techie Delight,1 min read,"Dec 12,",2018.0,796,3 responses,Programming
Programming a Quantum Computer,,Towards Data Science,6 min read,"Apr 12,",2020.0,373,4 responses,Programming
From Java Programming Language to Kotlin — the idiomatic way,,Android Developers,2 min read,"Jul 9,",2019.0,496,4 responses,Programming
How Swift Developers Should Be Using Protocol Oriented Programming,,Swift Development,5 min read,"Dec 2,",2020.0,740,4 responses,Programming
Solving the Target Sum problem with dynamic programming and more,,The Startup,7 min read,"Jul 22,",2019.0,444,1 response,Programming
A cup of Go’s concurrent programming for Python developers,,Dev bits,17 min read,"Feb 10,",2018.0,714,8 responses,Programming
Introduction to Solidity Programming and Smart Contracts (For Complete Beginners),,Coinmonks,13 min read,"Aug 5,",2018.0,1K,13 responses,Programming
Basic building blocks of Functional reactive programming(FRP): IOS,,,10 min read,"Mar 13,",2018.0,915,1 response,Programming
A streaming library with a superpower: FS2 and functional programming,,We’ve moved to freeCodeCamp.org/news,9 min read,"Nov 20,",2018.0,660,4 responses,Programming
"The Inside Story of Visual Basic, the Programming Language That Made Windows Possible",,OneZero,8 min read,"Dec 4,",2019.0,952,10 responses,Programming
Condition-Orientated Programming,"Condition-Orientated Programming (COP) is subdomain of contract-orientated programming, and sits as a hybrid approach between functional and imperative programming. Done properly it is a tool in your arsenal for writing safe, secure contracts. It helps make your contract…",,6 min read,"Jun 27,",2016.0,433,17 responses,Programming
10 Hilarious Programming Jokes to Make You Go ROFL,,Level Up Coding,6 min read,Jun 1,,698,2 responses,Programming
Integer Programming in Python,,Towards Data Science,6 min read,"Mar 9,",2018.0,816,8 responses,Programming
Here’s how I Learned Just Enough Programming for Data Science,,Towards Data Science,5 min read,"Aug 2,",2020.0,325,1 response,Programming
A Bird’s Eye View of Functional Programming,,Making Internets,7 min read,"Oct 31,",2015.0,217,2 responses,Programming
How to Avoid Common Difficulties in Your Data Science Programming Environment,,Towards Data Science,9 min read,"Jul 13,",2019.0,479,2 responses,Programming
Singular Value decomposition (SVD) in recommender systems for Non-math-statistics-programming wizards,"This is an attempt to give some intuition behind SVD usage and recommender systems. So this article is not a mathematical doctrine, or a research paper…",,4 min read,"Dec 24,",2016.0,482,5 responses,Programming
Functional programming concepts explained in JavaScript,,Valtech Switzerland,15 min read,"Nov 5,",2018.0,1.1K,3 responses,Programming
If Programming Languages ​​Were Armies,,JavaScript in Plain English,4 min read,Mar 20,,485,4 responses,Programming
Learning programming should not be hard,,UX Collective,9 min read,"Feb 6,",2018.0,1.2K,5 responses,Programming
Why You Need a Programming Checklist,,Level Up Coding,5 min read,"Dec 2,",2020.0,492,4 responses,Programming
The Problem With Pair Programming,,,3 min read,"Feb 7,",2018.0,677,2 responses,Programming
A writer’s journey into programming,This time last year I was laid off. I had been working as a content writer for a local radio…,Level Up Coding,8 min read,"Oct 23,",2018.0,701,4 responses,Programming
If I were to invent a programming language for the 21st century,,HackerNoon.com,8 min read,"May 21,",2017.0,207,9 responses,Programming
Building complex apps in Flutter through the power of reactive programming,,Prime Holding JSC,8 min read,"Dec 4,",2020.0,395,,Programming
Backend-in-the-frontend: a pattern for cleaner code,,HackerNoon.com,9 min read,"Jun 28,",2018.0,4.5K,21 responses,Programming
5 HTML Tricks Nobody is Talking About,,JavaScript in Plain English,5 min read,Feb 14,,2.6K,17 responses,Programming
You don’t (always) need [weak self],,Archived — Flawless iOS,13 min read,"Jun 17,",2019.0,7.6K,14 responses,Programming
From Java 8 to Java 15 in Ten Minutes,This blog will give you samples of awesome new feature added since Java 7. I’ll showcase at…,The Startup,7 min read,Jan 18,,2.1K,16 responses,Programming
Bookmark this if you are new to Python (especially if you self-learn Python),,Towards Data Science,4 min read,"Apr 11,",2020.0,1.94K,5 responses,Programming
Making sense all of those Flutter Providers,,Flutter Community,11 min read,"Oct 31,",2019.0,5.8K,23 responses,Programming
I created my own YouTube algorithm (to stop me wasting time),,Towards Data Science,9 min read,"Nov 23,",2020.0,2.6K,32 responses,Programming
You Should Start Using FastAPI Now,,Towards Data Science,5 min read,"May 30,",2020.0,2.6K,14 responses,Programming
"Reversing a Linked List: Easy as 1, 2, 3",,Outco,9 min read,"Aug 9,",2018.0,2.9K,22 responses,Programming
Top 15 Python Packages You Must Try,,Python Land,9 min read,Mar 2,,1.7K,6 responses,Programming
Dart asynchronous programming: Futures,One of the most basic APIs that Dart has for asynchronous programming is futures — objects…,Dart,8 min read,"Sep 18,",2019.0,594,3 responses,Programming
"Functional Programming in JavaScript: Functions, Composition and Currying",,Bits and Pieces,9 min read,"Aug 12,",2020.0,637,4 responses,Programming
"Programming language that rules the Data Intensive (Big Data, Fast Data) frameworks",,Towards Data Science,11 min read,"Jan 7,",2019.0,514,2 responses,Programming
Should iOS devs learn Kotlin or other programming languages?,,Essential Developer — iOS,7 min read,"Jul 2,",2019.0,468,2 responses,Programming
Reactive Programming with Kotlin for Android,,BestSecret Tech,9 min read,"May 28,",2019.0,640,,Programming
These are the top Computer Science terms you should know if you’re new to programming,,,8 min read,"Oct 23,",2018.0,666,2 responses,Programming
11 Programming Languages With Their Honest Slogans,,JavaScript in Plain English,3 min read,Mar 25,,466,8 responses,Programming
Dysfunctional programming in Java 4 : No nulls allowed,,,11 min read,"Oct 27,",2018.0,494,,Programming
Functional Programming 101,,,5 min read,"Feb 11,",2016.0,243,6 responses,Programming
,,Bessemer Venture Partners,6 min read,"Apr 2,",2017.0,288,2 responses,Programming
Why decorators in Python are pure genius,,Towards Data Science,6 min read,Mar 9,,1.8K,11 responses,Programming
4 Powerful JavaScript Operators You’ve Never Heard Of,,JavaScript in Plain English,3 min read,"Oct 19,",2020.0,2.4K,8 responses,Programming
I created the exact same app in React and Svelte. Here are the differences.,,JavaScript in Plain English,16 min read,"Nov 21,",2019.0,2.4K,19 responses,Programming
Insights and My Experience From My Interview at Facebook,,Better Programming,8 min read,"Jun 8,",2020.0,2.5K,17 responses,Programming
How NOT to design Netflix in your 45-minute System Design Interview?,,HackerNoon.com,7 min read,"Feb 28,",2017.0,2.1K,6 responses,Programming
What is the Difference Between A URL And A URI?,,Weekly Webtips,4 min read,Jul 6,,2K,17 responses,Programming
Deploying a Python Web App on AWS,,Towards Data Science,6 min read,"Nov 19,",2018.0,2.5K,11 responses,Programming
Firebase Almost Ruined My Startup,,Better Programming,5 min read,Jul 5,,3.1K,66 responses,Programming
6 Amazing Frontend Coding Tips That You Probably Don’t Know,,Dev Genius,3 min read,Jul 3,,2.3K,17 responses,Programming
"Top 70 Interview Questions on Machine Learning, Programming and Banking",,Analytics Vidhya,15 min read,May 30,,211,1 response,Programming
Course 1 — Algorithmic toolbox — Part 4: Dynamic programming,,Towards Data Science,17 min read,"Apr 16,",2017.0,412,5 responses,Programming
An intro to Functional Programming in JavaScript~ (and React and/or Vue),,,34 min read,"May 18,",2018.0,975,3 responses,Programming
Dysfunctional programming in Java 5 : No Exceptions,,,11 min read,"Nov 1,",2018.0,458,4 responses,Programming
Mengenal Paradigma Functional Programming di JavaScript,,,4 min read,"Jun 20,",2017.0,506,4 responses,Programming
Swift 5: Why Is Protocol-Oriented Programming Essential,,Geek Culture,4 min read,Mar 5,,380,2 responses,Programming
Kotlin Tips and Tricks for Efficient Programming,,Simform Engineering,8 min read,Aug 2,,1.3K,2 responses,Programming
5 reasons to learn a new Programming Language in 2020,,Towards Data Science,6 min read,"Dec 27,",2019.0,467,3 responses,Programming
Event-driven programming for Android (part I),,Google Developers Experts,3 min read,"Jan 26,",2015.0,204,2 responses,Programming
Arrow 101 - Building an Android app using Functional Programming,,,7 min read,"Jun 18,",2018.0,835,2 responses,Programming
The most important non-programming skills for programmers,,We’ve moved to freeCodeCamp.org/news,10 min read,"Nov 6,",2018.0,1K,2 responses,Programming
6 Habits I Learned From Programming,,Better Programming,3 min read,"Sep 9,",2020.0,601,6 responses,Programming
,,Smalltalk Talk,5 min read,"Jul 2,",2015.0,674,13 responses,Programming
An Introduction to the Crystal Programming Language,,HackerNoon.com,2 min read,"Aug 25,",2017.0,800,5 responses,Programming
7 Free Programming Books every Data Scientist should read in 2020,,Towards Data Science,6 min read,"Oct 5,",2020.0,217,1 response,Programming
Spirituality + Programming,,HackerNoon.com,4 min read,"Jan 9,",2018.0,510,2 responses,Programming
10 Best Free Websites To Learn Programming,,Towards Data Science,11 min read,Feb 27,,465,2 responses,Programming
How to Learn Programming Like Einstein Learned Physics,,Towards Data Science,13 min read,"Feb 24,",2020.0,384,2 responses,Programming
Dynamic Programming Patterns,,Dynamic Programming Patterns,8 min read,Apr 9,,592,,Programming
These are the programming languages Google uses,,,4 min read,Apr 14,,341,15 responses,Programming
How To Learn Programming When You Don’t Know Where to Start,,Better Programming,4 min read,"Jul 25,",2019.0,323,1 response,Programming
Accidental and Essential Complexity — Programming Word of the Day,,Background Thread,5 min read,"Jul 10,",2018.0,686,5 responses,Programming
An Intro to Integer Programming for Engineers: Simplified Bus Scheduling,,Make Computer Science Fun Again,15 min read,"Nov 15,",2016.0,219,9 responses,Programming
Old Is Gold: This Very Old Programming Language Is Getting Bold Again,,ILLUMINATION,3 min read,Apr 19,,370,18 responses,Programming
5 reasons why eXtreme Programming isn’t popular,,Agility Path,11 min read,"Jun 11,",2016.0,533,11 responses,Programming
,,,5 min read,"Jan 3,",2014.0,145,2 responses,Programming
10 Lessons I Have Learnt While Starting Programming as a Beginner,,Towards Data Science,7 min read,"Jan 15,",2020.0,481,2 responses,Programming
Exploring Folds: A Powerful Pattern Of Functional Programming,,,8 min read,"Jul 13,",2017.0,516,4 responses,Programming
Demystifying Async Programming in Javascript,,Button Blog,12 min read,"Mar 23,",2017.0,125,4 responses,Programming
Functional Programming (not necessarily with Java!),,HackerNoon.com,6 min read,"Aug 28,",2018.0,344,1 response,Programming
7 Great Sources for Programming Humor,,Better Programming,4 min read,"May 1,",2019.0,458,3 responses,Programming
Cure Impostor Syndrome with Functional Programming,,Better Programming,9 min read,"Jun 29,",2019.0,699,8 responses,Programming
Our Ageing Computer Programming Workforce,,The Ironkeel Collection,6 min read,"Oct 1,",2019.0,3.9K,,Programming
The most popular programming languages used in blockchain development,,We’ve moved to freeCodeCamp.org/news,5 min read,"Jan 18,",2019.0,681,3 responses,Programming
Blockchain Programming for New Developers — I,,,8 min read,"Nov 16,",2018.0,689,1 response,Programming
Web programming for cartographers — beyond the basics,,,6 min read,"Nov 14,",2018.0,408,2 responses,Programming
Top 21 String Programming Interview Questions for Beginners and Experienced Developers,,Javarevisited,7 min read,"Feb 16,",2020.0,421,1 response,Programming
A better way for asynchronous programming: asyncio over multi-threading,,Towards Data Science,6 min read,"Feb 16,",2020.0,298,4 responses,Programming
Real-world dynamic programming: seam carving,,The Startup,18 min read,"May 29,",2019.0,714,1 response,Programming
,,,6 min read,"Jul 11,",2018.0,382,4 responses,Programming
How Programming Helps Me Heal,,OneZero,4 min read,Apr 20,,574,3 responses,Programming
Ping Pong Pair Programming,The most effective form of pair programming I’ve experienced is called Ping Pong Pair Programming. I find it so…,,8 min read,"Apr 18,",2015.0,420,1 response,Programming
5 Data Science Programming Languages Not Including Python or R,,Towards Data Science,6 min read,Feb 13,,354,5 responses,Programming
Protocol-Oriented Programming vs. Object-Oriented Programming in Swift,,Better Programming,8 min read,"Feb 28,",2020.0,1.6K,1 response,Programming
What they don’t say about Pair Programming,,Level Up Coding,5 min read,"Feb 13,",2020.0,436,8 responses,Programming
談談 JavaScript 那些常見的 Functional Programming 的概念帶來了怎樣的好處,,,2 min read,"Feb 5,",2018.0,403,1 response,Programming
What’s on Your Programming Reading List?,,Level Up Coding,6 min read,"Oct 23,",2020.0,424,3 responses,Programming
Artificial Intelligence Programming Python,,,6 min read,"Sep 15,",2018.0,402,3 responses,Programming
"Happy First Birthday, Better Programming!",,Better Programming,2 min read,"May 1,",2020.0,1.4K,3 responses,Programming
Asynchronous Programming as Seen at Starbucks,,EdgeCoders,3 min read,"Mar 22,",2016.0,446,6 responses,Programming
"Functional Programming — Higher Order Function, HOF",,JavaScript in Plain English,5 min read,"Dec 30,",2019.0,383,5 responses,Programming
,,,,"May 16,",2019.0,596,2 responses,Programming
Programming and the Art of Kaizen,,,3 min read,"Jun 10,",2018.0,667,,Programming
"More Programming Languages, Please!",,Star Gazers,17 min read,Mar 6,,659,5 responses,Programming
No experience? Here’s how you get a programming job,,,4 min read,"Jul 26,",2017.0,605,14 responses,Programming
Why ReactiveX is the only Functional Programming library you must Learn,,,5 min read,"Oct 19,",2018.0,572,8 responses,Programming
RxSwift and the awesome things you can do with Reactive Programming — Part I,"The first time I heard of reactive programming, this is kind of what I looked like:",,6 min read,"Nov 21,",2016.0,561,9 responses,Programming
Choosing a First Programming Language for Kids and Beginners,,Young Coder,11 min read,"Jun 27,",2019.0,486,10 responses,Programming
My Six Years of Experience as a Go Programming Language Mentor in India,,,16 min read,"Oct 22,",2020.0,312,4 responses,Programming
5 Spectacular Books For Learning New Programming Languages,,Towards Data Science,8 min read,"May 27,",2020.0,292,1 response,Programming
Advanced Android Programming With Kotlin -Part 2,,Programming Geeks,5 min read,"Jan 9,",2020.0,431,1 response,Programming
A Year in Review of R Programming,,Better Programming,4 min read,"Dec 28,",2019.0,229,3 responses,Programming
Step by step on learning Python programming. Easiest way in the world,"Everything here is free. There are many paid books/materials out there, but this free ones are just as good or even better",,2 min read,"Aug 20,",2016.0,383,1 response,Programming
Which Should You Use: Asynchronous Programming or Multi-Threading?,,Better Programming,7 min read,"May 1,",2020.0,515,2 responses,Programming
Programming as a sport,,,4 min read,"May 26,",2019.0,487,,Programming
Python Programming in 15 min Part 3,,Towards Data Science,5 min read,"Jul 28,",2017.0,545,2 responses,Programming
Learn Any Programming Language with This Learning Plan,,Quick Code,7 min read,"Aug 13,",2020.0,577,2 responses,Programming
Music for Programming (2019 edition),,,4 min read,"May 29,",2019.0,690,6 responses,Programming
